block_index,cell_id,family,stochastic,n,parameters_json,expected_matrices,recovered_matrices,completion_fraction,state
1541,spd_prescribed_spectrum:79fe5321ebe142a9,spd_prescribed_spectrum,True,362,"{""kappa"":100000.0}",20000,9260,0.463,partial_5000
1542,spd_prescribed_spectrum:4953545b5c68c921,spd_prescribed_spectrum,True,362,"{""kappa"":1000000.0}",20000,9260,0.463,partial_5000
1543,spd_prescribed_spectrum:70d7805e407478aa,spd_prescribed_spectrum,True,362,"{""kappa"":10000000.0}",20000,9260,0.463,partial_5000
1544,spd_prescribed_spectrum:fc3ee47b52f52cc7,spd_prescribed_spectrum,True,362,"{""kappa"":100000000.0}",20000,9260,0.463,partial_5000
1545,tnn_vandermonde_positive:d0b487e6f0518b72,tnn_vandermonde_positive,False,362,"{""cluster_parameter"":2.0,""node_type"":""equispaced_positive""}",1,1,1.0,complete
1546,tnn_vandermonde_positive:5aaa1a7a23ee6d83,tnn_vandermonde_positive,False,362,"{""cluster_parameter"":2.0,""node_type"":""clustered_positive""}",1,1,1.0,complete
1547,pascal:7b24b4808f94bc0d,pascal,False,362,{},1,1,1.0,complete
1548,random_conditioned:3d4ea8f7b0b7ac02,random_conditioned,True,512,"{""condition_number"":100.0,""profile"":""geometric""}",20000,9260,0.463,partial_5000
1549,random_conditioned:f13d30e42b69e288,random_conditioned,True,512,"{""condition_number"":100.0,""profile"":""one_small""}",20000,9260,0.463,partial_5000
1550,random_conditioned:5e2483f030292e83,random_conditioned,True,512,"{""condition_number"":100.0,""profile"":""clustered""}",20000,9260,0.463,partial_5000
1551,random_conditioned:59554964dd17fd28,random_conditioned,True,512,"{""condition_number"":10000.0,""profile"":""geometric""}",20000,9249,0.46245,partial_5000
1552,random_conditioned:9249e93b9b37b741,random_conditioned,True,512,"{""condition_number"":10000.0,""profile"":""one_small""}",20000,9259,0.46295,partial_5000
1553,random_conditioned:24db10624cd06023,random_conditioned,True,512,"{""condition_number"":10000.0,""profile"":""clustered""}",20000,9254,0.4627,partial_5000
1554,random_conditioned:ede4f08ad80ec7c0,random_conditioned,True,512,"{""condition_number"":1000000.0,""profile"":""geometric""}",20000,9246,0.4623,partial_5000
1555,random_conditioned:58959af1bd395489,random_conditioned,True,512,"{""condition_number"":1000000.0,""profile"":""one_small""}",20000,9260,0.463,partial_5000
1556,random_conditioned:60b649f84d12d8bd,random_conditioned,True,512,"{""condition_number"":1000000.0,""profile"":""clustered""}",20000,9244,0.4622,partial_5000
1557,random_conditioned:d85a46ecb6e00d73,random_conditioned,True,512,"{""condition_number"":100000000.0,""profile"":""geometric""}",20000,9244,0.4622,partial_5000
1558,random_conditioned:be39cf2c9bb5dcd1,random_conditioned,True,512,"{""condition_number"":100000000.0,""profile"":""one_small""}",20000,9244,0.4622,partial_5000
1559,random_conditioned:c09b81d86321af6f,random_conditioned,True,512,"{""condition_number"":100000000.0,""profile"":""clustered""}",20000,9252,0.4626,partial_5000
1560,random_conditioned:37f6a61bc4687e9e,random_conditioned,True,512,"{""condition_number"":10000000000.0,""profile"":""geometric""}",20000,9260,0.463,partial_5000
1561,random_conditioned:33289cf8a89ff087,random_conditioned,True,512,"{""condition_number"":10000000000.0,""profile"":""one_small""}",20000,9260,0.463,partial_5000
1562,random_conditioned:d512272586bc7c53,random_conditioned,True,512,"{""condition_number"":10000000000.0,""profile"":""clustered""}",20000,9251,0.46255,partial_5000
1563,random_conditioned:36337c2841740aff,random_conditioned,True,512,"{""condition_number"":1000000000000.0,""profile"":""geometric""}",20000,9253,0.46265,partial_5000
1564,random_conditioned:982d888343062026,random_conditioned,True,512,"{""condition_number"":1000000000000.0,""profile"":""one_small""}",20000,9256,0.4628,partial_5000
1565,random_conditioned:3868b8f4f35e5d1d,random_conditioned,True,512,"{""condition_number"":1000000000000.0,""profile"":""clustered""}",20000,9247,0.46235,partial_5000
1566,random_conditioned:e026603158c7af35,random_conditioned,True,512,"{""condition_number"":100000000000000.0,""profile"":""geometric""}",20000,9254,0.4627,partial_5000
1567,random_conditioned:5b19efd6ef2b5c0b,random_conditioned,True,512,"{""condition_number"":100000000000000.0,""profile"":""one_small""}",20000,9250,0.4625,partial_5000
1568,random_conditioned:20591473a1bf5735,random_conditioned,True,512,"{""condition_number"":100000000000000.0,""profile"":""clustered""}",20000,9242,0.4621,partial_5000
1569,random_conditioned:6ed2736ecab0398d,random_conditioned,True,512,"{""condition_number"":1.0,""profile"":""orthogonal""}",20000,9240,0.462,partial_5000
1570,hilbert:b9c548331ca110df,hilbert,False,512,{},1,0,0.0,absent
1571,vandermonde:c75e7bcca1c1877c,vandermonde,False,512,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""equispaced""}",1,0,0.0,absent
1572,vandermonde:ceedbcebccced4fc,vandermonde,False,512,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""equispaced""}",1,0,0.0,absent
1573,vandermonde:e7c5154704c3d4c9,vandermonde,False,512,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""chebyshev""}",1,0,0.0,absent
1574,vandermonde:df362d800fc64531,vandermonde,False,512,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""chebyshev""}",1,0,0.0,absent
1575,vandermonde:1a694a5cc930f5b5,vandermonde,False,512,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""clustered_zero""}",1,0,0.0,absent
1576,vandermonde:777568ed0dbc806c,vandermonde,False,512,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""clustered_zero""}",1,0,0.0,absent
1577,vandermonde:b85fbb786a5eb62d,vandermonde,False,512,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""near_one""}",1,0,0.0,absent
1578,vandermonde:bc1c5a7c363c1cb2,vandermonde,False,512,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""near_one""}",1,0,0.0,absent
1579,vandermonde:d4c1dcf1fe7912e5,vandermonde,True,512,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""random""}",20000,9240,0.462,partial_5000
1580,vandermonde:0040369e0b8a027c,vandermonde,True,512,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""random""}",20000,9245,0.46225,partial_5000
1581,kahan_type:4290efc4c47e83af,kahan_type,False,512,"{""column_scaling"":false,""theta"":0.1}",1,0,0.0,absent
1582,kahan_type:e71b6f9fd30d0d35,kahan_type,False,512,"{""column_scaling"":true,""theta"":0.1}",1,0,0.0,absent
1583,kahan_type:55976e314ebada33,kahan_type,False,512,"{""column_scaling"":false,""theta"":0.01}",1,0,0.0,absent
1584,kahan_type:3d5fca4b09918941,kahan_type,False,512,"{""column_scaling"":true,""theta"":0.01}",1,0,0.0,absent
1585,kahan_type:ea9d2f45216bcaa7,kahan_type,False,512,"{""column_scaling"":false,""theta"":0.001}",1,0,0.0,absent
1586,kahan_type:033d150a3a538c2e,kahan_type,False,512,"{""column_scaling"":true,""theta"":0.001}",1,0,0.0,absent
1587,kahan_type:bf657253a4babc02,kahan_type,False,512,"{""column_scaling"":false,""theta"":0.0001}",1,0,0.0,absent
1588,kahan_type:7de370b15bdacd56,kahan_type,False,512,"{""column_scaling"":true,""theta"":0.0001}",1,0,0.0,absent
1589,kahan_type:7411493e1f8f3a01,kahan_type,False,512,"{""column_scaling"":false,""theta"":1e-06}",1,0,0.0,absent
1590,kahan_type:7f88c9d87a09d37c,kahan_type,False,512,"{""column_scaling"":true,""theta"":1e-06}",1,0,0.0,absent
1591,kahan_type:3fcb70bbfebc9826,kahan_type,False,512,"{""column_scaling"":false,""theta"":1e-08}",1,0,0.0,absent
1592,kahan_type:cb92209d4d47c312,kahan_type,False,512,"{""column_scaling"":true,""theta"":1e-08}",1,1,1.0,complete
1593,kahan_type:cad9cb441519fc5b,kahan_type,False,512,"{""column_scaling"":false,""theta"":1e-10}",1,1,1.0,complete
1594,kahan_type:ea85790adba5c3b2,kahan_type,False,512,"{""column_scaling"":true,""theta"":1e-10}",1,0,0.0,absent
1595,kahan_type:ecb64b54443ddd5c,kahan_type,False,512,"{""column_scaling"":false,""theta"":1e-12}",1,0,0.0,absent
1596,kahan_type:8457c94dc014b009,kahan_type,False,512,"{""column_scaling"":true,""theta"":1e-12}",1,0,0.0,absent
1597,adversarial_rotation:b2c76300f74387b0,adversarial_rotation,False,512,"{""epsilon"":0.1}",1,0,0.0,absent
1598,adversarial_rotation:37c4e5a022b50612,adversarial_rotation,False,512,"{""epsilon"":0.01}",1,0,0.0,absent
1599,adversarial_rotation:fbc8efe02a7874dc,adversarial_rotation,False,512,"{""epsilon"":0.0001}",1,0,0.0,absent
1600,adversarial_rotation:f7cff71dbc36bc98,adversarial_rotation,False,512,"{""epsilon"":1e-06}",1,0,0.0,absent
1601,adversarial_rotation:ace807421641f23f,adversarial_rotation,False,512,"{""epsilon"":1e-08}",1,0,0.0,absent
1602,adversarial_rotation:6f8f58222266e918,adversarial_rotation,False,512,"{""epsilon"":1e-10}",1,1,1.0,complete
1603,adversarial_rotation:45392a8c926cd6a7,adversarial_rotation,False,512,"{""epsilon"":1e-12}",1,1,1.0,complete
1604,adversarial_rotation:2cc9ff6f36ee55eb,adversarial_rotation,False,512,"{""epsilon"":1e-14}",1,1,1.0,complete
1605,repeated_bad_pivots:ebddf4bf1bcd1f4b,repeated_bad_pivots,False,512,"{""decay"":1.0,""epsilon"":0.01}",1,1,1.0,complete
1606,repeated_bad_pivots:22f815a7b3f93bb6,repeated_bad_pivots,False,512,"{""decay"":0.3,""epsilon"":0.01}",1,0,0.0,absent
1607,repeated_bad_pivots:cf46139e6aa27490,repeated_bad_pivots,False,512,"{""decay"":0.1,""epsilon"":0.01}",1,0,0.0,absent
1608,repeated_bad_pivots:221878ec2b94bb83,repeated_bad_pivots,False,512,"{""decay"":1.0,""epsilon"":1e-06}",1,0,0.0,absent
1609,repeated_bad_pivots:142920ff1c832f8b,repeated_bad_pivots,False,512,"{""decay"":0.3,""epsilon"":1e-06}",1,0,0.0,absent
1610,repeated_bad_pivots:1be3591d8f74c193,repeated_bad_pivots,False,512,"{""decay"":0.1,""epsilon"":1e-06}",1,0,0.0,absent
1611,repeated_bad_pivots:34246cb149b429c4,repeated_bad_pivots,False,512,"{""decay"":1.0,""epsilon"":1e-10}",1,0,0.0,absent
1612,repeated_bad_pivots:73c9e8040232fdc6,repeated_bad_pivots,False,512,"{""decay"":0.3,""epsilon"":1e-10}",1,0,0.0,absent
1613,repeated_bad_pivots:14488bcb7546a054,repeated_bad_pivots,False,512,"{""decay"":0.1,""epsilon"":1e-10}",1,0,0.0,absent
1614,scaled_adversarial:a1544dd12bfc380a,scaled_adversarial,True,512,"{""epsilon"":0.01,""scale_range"":2.0}",20000,9242,0.4621,partial_5000
1615,scaled_adversarial:bfa61de27cbbe219,scaled_adversarial,True,512,"{""epsilon"":0.01,""scale_range"":4.0}",20000,9242,0.4621,partial_5000
1616,scaled_adversarial:e73afbc25af72981,scaled_adversarial,True,512,"{""epsilon"":0.01,""scale_range"":8.0}",20000,9240,0.462,partial_5000
1617,scaled_adversarial:17741976c2dfbd54,scaled_adversarial,True,512,"{""epsilon"":0.01,""scale_range"":12.0}",20000,9240,0.462,partial_5000
1618,scaled_adversarial:1c7b58eee2ed258c,scaled_adversarial,True,512,"{""epsilon"":1e-06,""scale_range"":2.0}",20000,9240,0.462,partial_5000
1619,scaled_adversarial:4fa46c9b0730babb,scaled_adversarial,True,512,"{""epsilon"":1e-06,""scale_range"":4.0}",20000,9243,0.46215,partial_5000
1620,scaled_adversarial:693a2410d358b3b1,scaled_adversarial,True,512,"{""epsilon"":1e-06,""scale_range"":8.0}",20000,9250,0.4625,partial_5000
1621,scaled_adversarial:44cc26aec2af2f93,scaled_adversarial,True,512,"{""epsilon"":1e-06,""scale_range"":12.0}",20000,9241,0.46205,partial_5000
1622,scaled_adversarial:47817f90b3ae7eb7,scaled_adversarial,True,512,"{""epsilon"":1e-10,""scale_range"":2.0}",20000,9224,0.4612,partial_5000
1623,scaled_adversarial:4aad419250638d2a,scaled_adversarial,True,512,"{""epsilon"":1e-10,""scale_range"":4.0}",20000,8872,0.4436,partial_5000
1624,scaled_adversarial:5d1019a4ba6f1410,scaled_adversarial,True,512,"{""epsilon"":1e-10,""scale_range"":8.0}",20000,7932,0.3966,partial_5000
1625,scaled_adversarial:a7078d089ccfa660,scaled_adversarial,True,512,"{""epsilon"":1e-10,""scale_range"":12.0}",20000,4583,0.22915,partial_2000
1626,row_diagonal_dominant_random:93e6f52ebdb3ac55,row_diagonal_dominant_random,True,512,"{""alpha"":0.5}",20000,2713,0.13565,partial_2000
1627,row_diagonal_dominant_random:03e59f7215597618,row_diagonal_dominant_random,True,512,"{""alpha"":0.3}",20000,2640,0.132,partial_2000
1628,row_diagonal_dominant_random:c6616c01f005a03d,row_diagonal_dominant_random,True,512,"{""alpha"":0.2}",20000,2640,0.132,partial_2000
1629,row_diagonal_dominant_random:85f3946f6e4679ec,row_diagonal_dominant_random,True,512,"{""alpha"":0.1}",20000,2640,0.132,partial_2000
1630,row_diagonal_dominant_random:2976d44433ad1387,row_diagonal_dominant_random,True,512,"{""alpha"":0.05}",20000,2647,0.13235,partial_2000
1631,row_diagonal_dominant_random:8a85d76f30eb75a6,row_diagonal_dominant_random,True,512,"{""alpha"":0.02}",20000,2660,0.133,partial_2000
1632,row_diagonal_dominant_random:3cf57fa76b9a551c,row_diagonal_dominant_random,True,512,"{""alpha"":0.01}",20000,2649,0.13245,partial_2000
1633,row_diagonal_dominant_random:4cbd4f5958f010f8,row_diagonal_dominant_random,True,512,"{""alpha"":0.005}",20000,2657,0.13285,partial_2000
1634,row_diagonal_dominant_random:9493eb0855127051,row_diagonal_dominant_random,True,512,"{""alpha"":0.002}",20000,2657,0.13285,partial_2000
1635,row_diagonal_dominant_random:c93186b88112adec,row_diagonal_dominant_random,True,512,"{""alpha"":0.001}",20000,2660,0.133,partial_2000
1636,row_diagonal_dominant_tridiagonal:982220238cdced02,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.5}",1,1,1.0,complete
1637,row_diagonal_dominant_tridiagonal:f7dbde840db0a0a1,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.3}",1,1,1.0,complete
1638,row_diagonal_dominant_tridiagonal:af932376a9e85180,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.2}",1,1,1.0,complete
1639,row_diagonal_dominant_tridiagonal:c27ad42e3f6fa594,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.1}",1,1,1.0,complete
1640,row_diagonal_dominant_tridiagonal:b140db102925b3ec,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.05}",1,1,1.0,complete
1641,row_diagonal_dominant_tridiagonal:9c6a6927336fc423,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.02}",1,1,1.0,complete
1642,row_diagonal_dominant_tridiagonal:a2ab9117ea3a1dfa,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.01}",1,1,1.0,complete
1643,row_diagonal_dominant_tridiagonal:80f1643c77f70cd6,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.005}",1,1,1.0,complete
1644,row_diagonal_dominant_tridiagonal:e81edd77eaa602f2,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.002}",1,1,1.0,complete
1645,row_diagonal_dominant_tridiagonal:3cc535104b50d6a1,row_diagonal_dominant_tridiagonal,False,512,"{""alpha"":0.001}",1,1,1.0,complete
1646,row_diagonal_dominant_rankone:9b1d06cd48c40ab2,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.5}",1,1,1.0,complete
1647,row_diagonal_dominant_rankone:b2135906babb091e,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.3}",1,0,0.0,absent
1648,row_diagonal_dominant_rankone:4b19e252ebf4e64e,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.2}",1,0,0.0,absent
1649,row_diagonal_dominant_rankone:f77fdfb3efff94e7,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.1}",1,0,0.0,absent
1650,row_diagonal_dominant_rankone:e9f8a9d621908331,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.05}",1,0,0.0,absent
1651,row_diagonal_dominant_rankone:f5d1060d84da4649,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.02}",1,0,0.0,absent
1652,row_diagonal_dominant_rankone:bbdf2ff377511d2a,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.01}",1,0,0.0,absent
1653,row_diagonal_dominant_rankone:b724756e042d2640,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.005}",1,0,0.0,absent
1654,row_diagonal_dominant_rankone:9248beec0335477a,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.002}",1,0,0.0,absent
1655,row_diagonal_dominant_rankone:6689e0c35681572e,row_diagonal_dominant_rankone,False,512,"{""alpha"":0.001}",1,0,0.0,absent
1656,row_diagonal_dominant_stochastic:021519ee0a19df7c,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.5}",20000,2645,0.13225,partial_2000
1657,row_diagonal_dominant_stochastic:de30837b1853aaf8,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.3}",20000,2640,0.132,partial_2000
1658,row_diagonal_dominant_stochastic:85d04ae4513fe85f,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.2}",20000,2640,0.132,partial_2000
1659,row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.1}",20000,2643,0.13215,partial_2000
1660,row_diagonal_dominant_stochastic:0530909e2322226a,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.05}",20000,2640,0.132,partial_2000
1661,row_diagonal_dominant_stochastic:f5393029996d2c29,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.02}",20000,2643,0.13215,partial_2000
1662,row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.01}",20000,2641,0.13205,partial_2000
1663,row_diagonal_dominant_stochastic:6bb9c9b7e1526958,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.005}",20000,2641,0.13205,partial_2000
1664,row_diagonal_dominant_stochastic:103e29b8022442fa,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.002}",20000,2642,0.1321,partial_2000
1665,row_diagonal_dominant_stochastic:3f149f338e70104c,row_diagonal_dominant_stochastic,True,512,"{""alpha"":0.001}",20000,2640,0.132,partial_2000
1666,spd_prescribed_spectrum:f3c8ebf0e249f88d,spd_prescribed_spectrum,True,512,"{""kappa"":10.0}",20000,2640,0.132,partial_2000
1667,spd_prescribed_spectrum:fd9c01d27036b31c,spd_prescribed_spectrum,True,512,"{""kappa"":100.0}",20000,2640,0.132,partial_2000
1668,spd_prescribed_spectrum:dc332cd1bfa688f6,spd_prescribed_spectrum,True,512,"{""kappa"":1000.0}",20000,2641,0.13205,partial_2000
1669,spd_prescribed_spectrum:a954fd91076fe28c,spd_prescribed_spectrum,True,512,"{""kappa"":10000.0}",20000,2642,0.1321,partial_2000
1670,spd_prescribed_spectrum:79fe5321ebe142a9,spd_prescribed_spectrum,True,512,"{""kappa"":100000.0}",20000,2640,0.132,partial_2000
1671,spd_prescribed_spectrum:4953545b5c68c921,spd_prescribed_spectrum,True,512,"{""kappa"":1000000.0}",20000,2640,0.132,partial_2000
1672,spd_prescribed_spectrum:70d7805e407478aa,spd_prescribed_spectrum,True,512,"{""kappa"":10000000.0}",20000,2640,0.132,partial_2000
1673,spd_prescribed_spectrum:fc3ee47b52f52cc7,spd_prescribed_spectrum,True,512,"{""kappa"":100000000.0}",20000,2640,0.132,partial_2000
1674,tnn_vandermonde_positive:d0b487e6f0518b72,tnn_vandermonde_positive,False,512,"{""cluster_parameter"":2.0,""node_type"":""equispaced_positive""}",1,0,0.0,absent
1675,tnn_vandermonde_positive:5aaa1a7a23ee6d83,tnn_vandermonde_positive,False,512,"{""cluster_parameter"":2.0,""node_type"":""clustered_positive""}",1,0,0.0,absent
1676,pascal:7b24b4808f94bc0d,pascal,False,512,{},1,0,0.0,absent
1677,random_conditioned:3d4ea8f7b0b7ac02,random_conditioned,True,724,"{""condition_number"":100.0,""profile"":""geometric""}",20000,2640,0.132,partial_2000
1678,random_conditioned:f13d30e42b69e288,random_conditioned,True,724,"{""condition_number"":100.0,""profile"":""one_small""}",20000,2640,0.132,partial_2000
1679,random_conditioned:5e2483f030292e83,random_conditioned,True,724,"{""condition_number"":100.0,""profile"":""clustered""}",20000,2640,0.132,partial_2000
1680,random_conditioned:59554964dd17fd28,random_conditioned,True,724,"{""condition_number"":10000.0,""profile"":""geometric""}",20000,2642,0.1321,partial_2000
1681,random_conditioned:9249e93b9b37b741,random_conditioned,True,724,"{""condition_number"":10000.0,""profile"":""one_small""}",20000,2640,0.132,partial_2000
1682,random_conditioned:24db10624cd06023,random_conditioned,True,724,"{""condition_number"":10000.0,""profile"":""clustered""}",20000,2626,0.1313,partial_2000
1683,random_conditioned:ede4f08ad80ec7c0,random_conditioned,True,724,"{""condition_number"":1000000.0,""profile"":""geometric""}",20000,1654,0.0827,partial_500
1684,random_conditioned:58959af1bd395489,random_conditioned,True,724,"{""condition_number"":1000000.0,""profile"":""one_small""}",20000,23,0.00115,partial_sparse
1685,random_conditioned:60b649f84d12d8bd,random_conditioned,True,724,"{""condition_number"":1000000.0,""profile"":""clustered""}",20000,0,0.0,absent
1686,random_conditioned:d85a46ecb6e00d73,random_conditioned,True,724,"{""condition_number"":100000000.0,""profile"":""geometric""}",20000,0,0.0,absent
1687,random_conditioned:be39cf2c9bb5dcd1,random_conditioned,True,724,"{""condition_number"":100000000.0,""profile"":""one_small""}",20000,0,0.0,absent
1688,random_conditioned:c09b81d86321af6f,random_conditioned,True,724,"{""condition_number"":100000000.0,""profile"":""clustered""}",20000,0,0.0,absent
1689,random_conditioned:37f6a61bc4687e9e,random_conditioned,True,724,"{""condition_number"":10000000000.0,""profile"":""geometric""}",20000,0,0.0,absent
1690,random_conditioned:33289cf8a89ff087,random_conditioned,True,724,"{""condition_number"":10000000000.0,""profile"":""one_small""}",20000,0,0.0,absent
1691,random_conditioned:d512272586bc7c53,random_conditioned,True,724,"{""condition_number"":10000000000.0,""profile"":""clustered""}",20000,0,0.0,absent
1692,random_conditioned:36337c2841740aff,random_conditioned,True,724,"{""condition_number"":1000000000000.0,""profile"":""geometric""}",20000,0,0.0,absent
1693,random_conditioned:982d888343062026,random_conditioned,True,724,"{""condition_number"":1000000000000.0,""profile"":""one_small""}",20000,0,0.0,absent
1694,random_conditioned:3868b8f4f35e5d1d,random_conditioned,True,724,"{""condition_number"":1000000000000.0,""profile"":""clustered""}",20000,0,0.0,absent
1695,random_conditioned:e026603158c7af35,random_conditioned,True,724,"{""condition_number"":100000000000000.0,""profile"":""geometric""}",20000,0,0.0,absent
1696,random_conditioned:5b19efd6ef2b5c0b,random_conditioned,True,724,"{""condition_number"":100000000000000.0,""profile"":""one_small""}",20000,0,0.0,absent
1697,random_conditioned:20591473a1bf5735,random_conditioned,True,724,"{""condition_number"":100000000000000.0,""profile"":""clustered""}",20000,0,0.0,absent
1698,random_conditioned:6ed2736ecab0398d,random_conditioned,True,724,"{""condition_number"":1.0,""profile"":""orthogonal""}",20000,0,0.0,absent
1699,hilbert:b9c548331ca110df,hilbert,False,724,{},1,0,0.0,absent
1700,vandermonde:c75e7bcca1c1877c,vandermonde,False,724,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""equispaced""}",1,0,0.0,absent
1701,vandermonde:ceedbcebccced4fc,vandermonde,False,724,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""equispaced""}",1,0,0.0,absent
1702,vandermonde:e7c5154704c3d4c9,vandermonde,False,724,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""chebyshev""}",1,0,0.0,absent
1703,vandermonde:df362d800fc64531,vandermonde,False,724,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""chebyshev""}",1,0,0.0,absent
1704,vandermonde:1a694a5cc930f5b5,vandermonde,False,724,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""clustered_zero""}",1,0,0.0,absent
1705,vandermonde:777568ed0dbc806c,vandermonde,False,724,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""clustered_zero""}",1,0,0.0,absent
1706,vandermonde:b85fbb786a5eb62d,vandermonde,False,724,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""near_one""}",1,0,0.0,absent
1707,vandermonde:bc1c5a7c363c1cb2,vandermonde,False,724,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""near_one""}",1,0,0.0,absent
1708,vandermonde:d4c1dcf1fe7912e5,vandermonde,True,724,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""random""}",20000,0,0.0,absent
1709,vandermonde:0040369e0b8a027c,vandermonde,True,724,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""random""}",20000,0,0.0,absent
1710,kahan_type:4290efc4c47e83af,kahan_type,False,724,"{""column_scaling"":false,""theta"":0.1}",1,0,0.0,absent
1711,kahan_type:e71b6f9fd30d0d35,kahan_type,False,724,"{""column_scaling"":true,""theta"":0.1}",1,0,0.0,absent
1712,kahan_type:55976e314ebada33,kahan_type,False,724,"{""column_scaling"":false,""theta"":0.01}",1,0,0.0,absent
1713,kahan_type:3d5fca4b09918941,kahan_type,False,724,"{""column_scaling"":true,""theta"":0.01}",1,0,0.0,absent
1714,kahan_type:ea9d2f45216bcaa7,kahan_type,False,724,"{""column_scaling"":false,""theta"":0.001}",1,0,0.0,absent
1715,kahan_type:033d150a3a538c2e,kahan_type,False,724,"{""column_scaling"":true,""theta"":0.001}",1,0,0.0,absent
1716,kahan_type:bf657253a4babc02,kahan_type,False,724,"{""column_scaling"":false,""theta"":0.0001}",1,0,0.0,absent
1717,kahan_type:7de370b15bdacd56,kahan_type,False,724,"{""column_scaling"":true,""theta"":0.0001}",1,0,0.0,absent
1718,kahan_type:7411493e1f8f3a01,kahan_type,False,724,"{""column_scaling"":false,""theta"":1e-06}",1,0,0.0,absent
1719,kahan_type:7f88c9d87a09d37c,kahan_type,False,724,"{""column_scaling"":true,""theta"":1e-06}",1,0,0.0,absent
1720,kahan_type:3fcb70bbfebc9826,kahan_type,False,724,"{""column_scaling"":false,""theta"":1e-08}",1,0,0.0,absent
1721,kahan_type:cb92209d4d47c312,kahan_type,False,724,"{""column_scaling"":true,""theta"":1e-08}",1,0,0.0,absent
1722,kahan_type:cad9cb441519fc5b,kahan_type,False,724,"{""column_scaling"":false,""theta"":1e-10}",1,0,0.0,absent
1723,kahan_type:ea85790adba5c3b2,kahan_type,False,724,"{""column_scaling"":true,""theta"":1e-10}",1,0,0.0,absent
1724,kahan_type:ecb64b54443ddd5c,kahan_type,False,724,"{""column_scaling"":false,""theta"":1e-12}",1,0,0.0,absent
1725,kahan_type:8457c94dc014b009,kahan_type,False,724,"{""column_scaling"":true,""theta"":1e-12}",1,0,0.0,absent
1726,adversarial_rotation:b2c76300f74387b0,adversarial_rotation,False,724,"{""epsilon"":0.1}",1,0,0.0,absent
1727,adversarial_rotation:37c4e5a022b50612,adversarial_rotation,False,724,"{""epsilon"":0.01}",1,0,0.0,absent
1728,adversarial_rotation:fbc8efe02a7874dc,adversarial_rotation,False,724,"{""epsilon"":0.0001}",1,0,0.0,absent
1729,adversarial_rotation:f7cff71dbc36bc98,adversarial_rotation,False,724,"{""epsilon"":1e-06}",1,0,0.0,absent
1730,adversarial_rotation:ace807421641f23f,adversarial_rotation,False,724,"{""epsilon"":1e-08}",1,0,0.0,absent
